Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades
1546314900000,3693.35000000,3695.00000000,3688.95000000,3693.13000000,46.16063600,1546315199999,170460.76635342,459
1546315200000,3692.32000000,3695.97000000,3690.73000000,3695.96000000,116.05652500,1546315499999,428677.22944797,695
1546315500000,3695.96000000,3706.00000000,3694.32000000,3706.00000000,140.41426000,1546315799999,519561.39400996,903
1546315800000,3707.31000000,3720.00000000,3696.21000000,3707.18000000,166.38361900,1546316099999,616773.51771953,1159
1546316100000,3706.00000000,3707.75000000,3702.80000000,3706.14000000,99.27013400,1546316399999,367765.49674250,642
1546316400000,3705.00000000,3709.21000000,3685.94000000,3696.16000000,137.44125700,1546316699999,508626.98956180,757
1546316700000,3696.47000000,3700.64000000,3695.43000000,3696.52000000,86.82155500,1546316999999,321031.72182101,560
1546317000000,3697.00000000,3698.84000000,3695.01000000,3698.17000000,73.03422700,1546317299999,270032.51817058,416
1546317300000,3697.74000000,3698.19000000,3689.72000000,3696.14000000,95.63832800,1546317599999,353474.17853847,517
1546317600000,3696.16000000,3698.00000000,3693.53000000,3694.49000000,68.28273800,1546317899999,252376.49114533,441
1546317900000,3694.49000000,3698.00000000,3692.44000000,3696.05000000,135.72583800,1546318199999,501422.83865196,725
1546318200000,3694.41000000,3698.98000000,3691.86000000,3692.79000000,63.14870500,1546318499999,233291.43906128,512
1546318500000,3694.54000000,3702.25000000,3691.66000000,3692.71000000,135.23572300,1546318799999,499902.93234495,581
1546318800000,3693.98000000,3700.00000000,3692.73000000,3696.71000000,105.53211000,1546319099999,390255.84694707,554
1546319100000,3698.99000000,3698.99000000,3696.26000000,3697.15000000,39.91440700,1546319399999,147574.24249461,311
1546319400000,3697.03000000,3702.04000000,3695.04000000,3701.66000000,77.49185100,1546319699999,286686.71357110,378
1546319700000,3700.71000000,3701.61000000,3698.51000000,3701.02000000,42.56602200,1546319999999,157506.36748977,312
1546320000000,3701.00000000,3704.00000000,3699.60000000,3701.34000000,47.22108900,1546320299999,174845.35882688,369
1546320300000,3701.35000000,3704.44000000,3700.05000000,3700.05000000,35.80125700,1546320599999,132545.04726935,306
1546320600000,3700.01000000,3702.46000000,3698.51000000,3700.45000000,47.24651500,1546320899999,174816.28671324,334
1546320900000,3700.01000000,3701.36000000,3698.92000000,3700.00000000,53.86121200,1546321199999,199265.48214445,271
1546321200000,3699.61000000,3700.65000000,3698.92000000,3699.50000000,38.06009200,1546321499999,140826.83880729,280
1546321500000,3699.48000000,3702.72000000,3697.00000000,3699.33000000,46.47173500,1546321799999,171929.24384910,362
1546321800000,3699.35000000,3701.77000000,3698.84000000,3699.19000000,17.74084800,1546322099999,65635.15683267,207
1546322100000,3699.66000000,3700.06000000,3697.51000000,3699.94000000,20.49509000,1546322399999,75817.91933190,202
1546322400000,3699.95000000,3705.22000000,3698.96000000,3704.67000000,58.84598400,1546322699999,217894.16068963,354
1546322700000,3703.46000000,3713.93000000,3702.59000000,3709.03000000,129.29634800,1546322999999,479500.51775432,624
1546323000000,3708.02000000,3709.98000000,3705.66000000,3707.60000000,73.80612600,1546323299999,273670.95813931,590
1546323300000,3707.55000000,3709.98000000,3706.13000000,3707.68000000,31.62841900,1546323599999,117282.48132078,317
1546323600000,3707.68000000,3709.38000000,3705.01000000,3705.98000000,56.56813000,1546323899999,209694.76508017,442
1546323900000,3705.60000000,3708.80000000,3703.08000000,3704.84000000,33.16454500,1546324199999,122871.61443717,329
1546324200000,3706.76000000,3707.09000000,3703.83000000,3703.83000000,42.15243200,1546324499999,156165.41248888,270
1546324500000,3705.11000000,3708.28000000,3700.00000000,3700.43000000,52.52015400,1546324799999,194589.46293974,601
1546324800000,3700.10000000,3701.00000000,3697.90000000,3699.89000000,68.88897600,1546325099999,254864.62219876,374
1546325100000,3699.97000000,3700.00000000,3697.00000000,3700.00000000,23.33819700,1546325399999,86334.14414036,245
1546325400000,3700.00000000,3706.70000000,3699.69000000,3700.74000000,47.89781400,1546325699999,177343.50939756,421
1546325700000,3700.30000000,3704.99000000,3699.76000000,3703.56000000,42.17264600,1546325999999,156189.19254494,272
1546326000000,3703.63000000,3706.70000000,3703.34000000,3705.71000000,21.76240600,1546326299999,80626.90697615,278
1546326300000,3705.25000000,3707.00000000,3704.09000000,3707.00000000,23.34553500,1546326599999,86518.22811053,314
1546326600000,3707.00000000,3708.02000000,3705.01000000,3705.04000000,31.37183800,1546326899999,116291.48125056,306
1546326900000,3705.92000000,3726.64000000,3705.73000000,3709.25000000,169.62508400,1546327199999,630427.45326416,1159
1546327200000,3709.14000000,3724.16000000,3705.00000000,3719.67000000,122.38802400,1546327499999,454706.59070901,683
1546327500000,3719.60000000,3720.08000000,3704.00000000,3711.26000000,145.28983800,1546327799999,539203.89273404,571
1546327800000,3709.77000000,3715.44000000,3704.00000000,3710.87000000,76.67636000,1546328099999,284421.55174363,387
1546328100000,3710.42000000,3711.45000000,3707.02000000,3709.97000000,57.83314600,1546328399999,214549.99670213,354
1546328400000,3709.54000000,3710.97000000,3705.92000000,3708.97000000,40.12913700,1546328699999,148804.18752630,252
1546328700000,3708.96000000,3713.63000000,3707.17000000,3712.00000000,53.22527000,1546328999999,197508.06691507,264
1546329000000,3712.02000000,3718.00000000,3710.96000000,3712.00000000,49.55408300,1546329299999,184056.03048195,367
1546329300000,3712.55000000,3715.00000000,3711.36000000,3713.83000000,32.42477000,1546329599999,120399.87889294,400
1546329600000,3714.19000000,3718.73000000,3713.02000000,3714.15000000,41.29632900,1546329899999,153441.10426461,414
1546329900000,3715.16000000,3715.16000000,3707.00000000,3707.68000000,41.41277500,1546330199999,153701.32588933,461
1546330200000,3708.56000000,3713.52000000,3707.60000000,3710.61000000,50.92864600,1546330499999,188982.50172348,362
1546330500000,3710.62000000,3723.57000000,3710.07000000,3719.32000000,102.08401500,1546330799999,379565.65420654,767
1546330800000,3719.37000000,3725.82000000,3713.89000000,3720.98000000,82.67518500,1546331099999,307710.43563835,703
1546331100000,3721.05000000,3729.28000000,3715.21000000,3727.79000000,116.42878000,1546331399999,433686.95662055,685
1546331400000,3727.11000000,3731.19000000,3719.54000000,3721.46000000,124.72608600,1546331699999,464751.05377477,603
1546331700000,3721.46000000,3723.00000000,3717.64000000,3719.57000000,58.96635700,1546331999999,219363.91369906,469
1546332000000,3719.00000000,3725.00000000,3718.05000000,3722.00000000,48.69803300,1546332299999,181245.48282494,404
1546332300000,3721.33000000,3727.32000000,3719.52000000,3723.97000000,77.43177900,1546332599999,288205.12797275,442
1546332600000,3724.16000000,3724.98000000,3714.50000000,3717.07000000,91.27247000,1546332899999,339552.70954319,509
1546332900000,3719.02000000,3720.24000000,3716.00000000,3716.70000000,51.18090700,1546333199999,190293.26126005,371
1546333200000,3716.98000000,3719.99000000,3711.17000000,3711.17000000,79.63685100,1546333499999,295884.61432288,567
1546333500000,3712.38000000,3715.00000000,3710.29000000,3713.65000000,54.60938500,1546333799999,202734.76603052,424
1546333800000,3714.41000000,3714.82000000,3708.30000000,3709.88000000,47.30185500,1546334099999,175556.23838149,398
1546334100000,3711.66000000,3713.16000000,3709.86000000,3711.76000000,50.84272900,1546334399999,188692.97788858,345
1546334400000,3711.53000000,3719.99000000,3710.59000000,3716.32000000,87.83774600,1546334699999,326254.79441102,471
1546334700000,3716.93000000,3719.17000000,3710.54000000,3713.28000000,67.69152000,1546334999999,251476.31293089,416
1546335000000,3713.49000000,3715.00000000,3705.61000000,3706.53000000,71.34962100,1546335299999,264722.79161474,425
1546335300000,3706.38000000,3708.29000000,3702.20000000,3703.73000000,64.23804800,1546335599999,237997.20791801,499
1546335600000,3703.73000000,3705.35000000,3696.14000000,3699.89000000,132.03131900,1546335899999,488527.12588988,741
1546335900000,3700.72000000,3732.00000000,3699.34000000,3704.58000000,168.99204000,1546336199999,627499.29052718,565
1546336200000,3705.07000000,3706.68000000,3699.35000000,3701.02000000,50.55930900,1546336499999,187273.40871723,334
1546336500000,3701.00000000,3701.87000000,3696.61000000,3699.95000000,80.78861100,1546336799999,298853.99402384,485
1546336800000,3699.96000000,3703.48000000,3698.00000000,3700.33000000,50.80662200,1546337099999,188002.33471373,371
1546337100000,3700.91000000,3705.07000000,3700.36000000,3703.87000000,58.68917800,1546337399999,217311.61810524,371
1546337400000,3705.01000000,3710.75000000,3703.53000000,3710.53000000,42.22904200,1546337699999,156573.20957564,340
1546337700000,3710.12000000,3713.33000000,3707.93000000,3712.22000000,47.66918200,1546337999999,176841.02719579,329
1546338000000,3712.81000000,3717.11000000,3711.72000000,3715.31000000,34.91277600,1546338299999,129676.82460353,344
1546338300000,3715.31000000,3716.00000000,3710.00000000,3711.79000000,31.72210200,1546338599999,117779.70118568,364
1546338600000,3713.99000000,3714.18000000,3710.01000000,3712.65000000,35.03180100,1546338899999,130040.31511067,291
1546338900000,3712.65000000,3715.00000000,3710.41000000,3712.18000000,38.90864700,1546339199999,144434.35525489,337
1546339200000,3711.03000000,3713.64000000,3710.00000000,3711.31000000,72.80558000,1546339499999,270232.98180798,323
1546339500000,3710.55000000,3712.55000000,3708.27000000,3710.05000000,35.10023700,1546339799999,130252.36720194,292
1546339800000,3711.03000000,3713.06000000,3709.07000000,3711.33000000,40.20019200,1546340099999,149202.54915318,329
1546340100000,3710.19000000,3714.59000000,3710.19000000,3713.07000000,46.03858600,1546340399999,170890.99525970,317
1546340400000,3713.07000000,3716.09000000,3711.66000000,3715.00000000,33.53462200,1546340699999,124532.20936656,362
1546340700000,3715.53000000,3719.77000000,3714.33000000,3719.68000000,34.40252900,1546340999999,127865.47306295,375
1546341000000,3719.68000000,3720.00000000,3715.81000000,3716.31000000,54.74277300,1546341299999,203502.42237433,477
1546341300000,3717.30000000,3717.59000000,3712.00000000,3715.94000000,94.21327500,1546341599999,349987.19122635,355
1546341600000,3715.93000000,3721.99000000,3711.93000000,3720.68000000,38.92024600,1546341899999,144691.17047994,367
1546341900000,3720.31000000,3722.22000000,3715.30000000,3716.00000000,49.63165000,1546342199999,184542.52397624,406
1546342200000,3716.29000000,3718.23000000,3715.29000000,3716.55000000,42.82013000,1546342499999,159130.31039203,484
1546342500000,3716.73000000,3719.44000000,3715.29000000,3715.29000000,53.06572300,1546342799999,197227.64092473,358
1546342800000,3715.35000000,3716.21000000,3711.11000000,3714.31000000,47.80867700,1546343099999,177528.96066498,353
1546343100000,3713.81000000,3717.43000000,3712.34000000,3713.45000000,43.75453700,1546343399999,162567.98870587,359
1546343400000,3713.47000000,3715.38000000,3711.00000000,3712.02000000,47.68540100,1546343699999,177055.16074443,473
1546343700000,3712.02000000,3713.30000000,3706.88000000,3707.54000000,60.08507900,1546343999999,222965.63551966,469
1546344000000,3707.56000000,3709.36000000,3698.25000000,3707.90000000,85.88931500,1546344299999,318139.30049283,504
1546344300000,3708.01000000,3711.00000000,3707.53000000,3710.04000000,33.68015900,1546344599999,124937.34877549,330
1546344600000,3708.71000000,3710.89000000,3708.24000000,3710.84000000,30.50463100,1546344899999,113160.72682218,285
1546344900000,3710.89000000,3715.33000000,3710.15000000,3712.13000000,52.40706300,1546345199999,194545.83011982,370
1546345200000,3712.15000000,3717.71000000,3712.15000000,3714.52000000,64.40094000,1546345499999,239298.68172888,388
1546345500000,3715.04000000,3715.96000000,3710.04000000,3710.88000000,36.83616500,1546345799999,136756.97751214,307
1546345800000,3710.88000000,3711.49000000,3706.76000000,3708.19000000,41.69035000,1546346099999,154636.99811110,351
1546346100000,3706.31000000,3710.27000000,3705.74000000,3709.69000000,31.90495300,1546346399999,118333.46027199,328
1546346400000,3709.61000000,3713.00000000,3708.53000000,3711.80000000,47.22099600,1546346699999,175212.81038859,338
1546346700000,3711.34000000,3716.00000000,3711.34000000,3712.14000000,98.27453200,1546346999999,365081.24779496,479
1546347000000,3712.17000000,3722.91000000,3712.16000000,3722.91000000,71.44927200,1546347299999,265549.64023372,491
1546347300000,3720.48000000,3725.00000000,3716.25000000,3717.00000000,60.01933400,1546347599999,223342.43883380,631
1546347600000,3717.00000000,3719.97000000,3716.86000000,3718.17000000,40.24357700,1546347899999,149630.61688102,321
1546347900000,3718.85000000,3718.85000000,3711.12000000,3712.22000000,51.86636300,1546348199999,192689.48285966,327
1546348200000,3713.79000000,3716.19000000,3711.14000000,3712.25000000,51.25966000,1546348499999,190370.55181875,370
1546348500000,3712.69000000,3714.53000000,3709.05000000,3709.08000000,43.82954700,1546348799999,162707.46637520,351
1546348800000,3709.08000000,3712.24000000,3708.41000000,3712.24000000,33.91078600,1546349099999,125808.75929504,376
1546349100000,3709.08000000,3714.50000000,3709.06000000,3713.57000000,53.59258400,1546349399999,198885.90761999,399
1546349400000,3713.57000000,3715.00000000,3711.28000000,3714.97000000,59.83800900,1546349699999,222250.60969045,350
1546349700000,3715.00000000,3715.00000000,3711.90000000,3711.97000000,35.19018600,1546349999999,130711.38495146,274
1546350000000,3711.95000000,3715.00000000,3711.90000000,3712.01000000,37.64375900,1546350299999,139784.25421720,286
1546350300000,3712.76000000,3714.82000000,3712.00000000,3714.47000000,32.23200800,1546350599999,119695.90797191,275
1546350600000,3714.47000000,3756.94000000,3712.65000000,3727.94000000,399.73360400,1546350899999,1493129.33986575,1892
1546350900000,3728.00000000,3731.15000000,3711.90000000,3715.93000000,102.44561200,1546351199999,380993.62894798,754
1546351200000,3715.23000000,3715.93000000,3684.21000000,3700.50000000,403.55824200,1546351499999,1491780.25159824,2156
1546351500000,3700.50000000,3717.00000000,3700.50000000,3710.43000000,125.18873500,1546351799999,464585.02339416,579
1546351800000,3711.75000000,3713.13000000,3700.01000000,3707.06000000,76.54197200,1546352099999,283666.96704589,448
1546352100000,3707.18000000,3709.09000000,3700.03000000,3706.45000000,69.66623600,1546352399999,258218.68113457,416
1546352400000,3707.36000000,3709.58000000,3703.59000000,3706.03000000,55.36296400,1546352699999,205247.97548539,382
1546352700000,3706.02000000,3708.70000000,3698.53000000,3701.72000000,54.86785800,1546352999999,203195.06698449,462
1546353000000,3702.10000000,3705.00000000,3700.56000000,3703.07000000,65.44681300,1546353299999,242400.12383307,425
1546353300000,3703.07000000,3709.24000000,3701.85000000,3707.03000000,46.19802000,1546353599999,171178.76206921,412
1546353600000,3707.03000000,3713.00000000,3706.62000000,3709.38000000,48.61237300,1546353899999,180336.10784449,335
1546353900000,3709.48000000,3710.00000000,3706.08000000,3708.90000000,32.20336300,1546354199999,119410.86009792,320
1546354200000,3708.51000000,3708.81000000,3696.84000000,3697.68000000,83.44512000,1546354499999,309089.19658316,513
1546354500000,3696.72000000,3700.01000000,3692.98000000,3698.53000000,66.27493600,1546354799999,245036.82483584,451
1546354800000,3698.28000000,3698.87000000,3675.04000000,3682.01000000,222.01044200,1546355099999,818965.78283374,1227
1546355100000,3682.03000000,3691.45000000,3682.01000000,3684.97000000,93.81611600,1546355399999,345876.76295209,603
1546355400000,3684.51000000,3685.15000000,3673.04000000,3675.00000000,90.12594900,1546355699999,331509.06342832,715
1546355700000,3673.13000000,3687.02000000,3673.04000000,3678.70000000,115.10296500,1546355999999,423662.98768627,836
1546356000000,3680.31000000,3680.31000000,3666.01000000,3674.38000000,113.45318900,1546356299999,416735.38434340,692
1546356300000,3674.38000000,3680.00000000,3673.41000000,3678.23000000,70.60559400,1546356599999,259649.20530036,498
1546356600000,3678.23000000,3690.00000000,3677.48000000,3687.95000000,66.81193700,1546356899999,246140.11522074,482
1546356900000,3687.39000000,3688.49000000,3681.89000000,3682.76000000,52.31288300,1546357199999,192801.51673813,401
1546357200000,3681.96000000,3686.57000000,3681.84000000,3686.32000000,40.38458200,1546357499999,148748.36971715,280
1546357500000,3686.02000000,3687.64000000,3684.29000000,3687.00000000,42.46358900,1546357799999,156536.92511778,305
1546357800000,3686.24000000,3687.46000000,3683.24000000,3686.58000000,43.67260700,1546358099999,160957.70263162,358
1546358100000,3686.56000000,3686.56000000,3680.00000000,3682.61000000,45.92867900,1546358399999,169166.00463315,391
1546358400000,3683.00000000,3687.00000000,3680.99000000,3681.11000000,73.93155300,1546358699999,272331.74321389,511
1546358700000,3681.13000000,3682.31000000,3677.48000000,3681.14000000,54.76222500,1546358999999,201536.63771472,418
1546359000000,3680.43000000,3685.88000000,3679.01000000,3685.38000000,46.00525500,1546359299999,169430.77981104,414
1546359300000,3685.37000000,3687.05000000,3681.69000000,3687.05000000,36.82634200,1546359599999,135696.87041721,321
1546359600000,3686.10000000,3692.31000000,3685.66000000,3687.12000000,84.34461900,1546359899999,311122.28968793,442
1546359900000,3689.95000000,3694.35000000,3687.53000000,3693.58000000,29.55435500,1546360199999,109095.48240373,347
1546360200000,3693.58000000,3694.99000000,3689.14000000,3692.97000000,75.19675300,1546360499999,277623.86962225,514
1546360500000,3692.83000000,3695.05000000,3691.57000000,3694.26000000,43.65134200,1546360799999,161221.96543256,347
1546360800000,3694.28000000,3696.23000000,3692.66000000,3693.90000000,49.39928800,1546361099999,182490.27254338,387
1546361100000,3692.66000000,3694.39000000,3688.00000000,3690.05000000,76.46505700,1546361399999,282205.34677111,379
1546361400000,3690.63000000,3694.12000000,3690.00000000,3692.38000000,25.91384600,1546361699999,95680.96576774,255
1546361700000,3693.23000000,3695.76000000,3692.00000000,3693.54000000,33.12964500,1546361999999,122366.93569664,265
1546362000000,3693.50000000,3694.30000000,3690.12000000,3690.54000000,38.03938700,1546362299999,140446.82421602,430
1546362300000,3690.20000000,3692.62000000,3690.00000000,3691.92000000,31.23425000,1546362599999,115280.72473104,349
1546362600000,3691.53000000,3694.98000000,3691.16000000,3693.58000000,21.00532000,1546362899999,77580.21837126,237
1546362900000,3693.61000000,3697.00000000,3693.38000000,3696.67000000,21.19662700,1546363199999,78335.83301583,238
1546363200000,3696.66000000,3701.68000000,3696.63000000,3696.65000000,36.09997600,1546363499999,133540.50881891,356
1546363500000,3697.60000000,3697.60000000,3690.77000000,3691.46000000,51.43712300,1546363799999,190011.32204031,401
1546363800000,3692.45000000,3692.98000000,3688.40000000,3690.99000000,24.99305100,1546364099999,92244.25981913,272
1546364100000,3691.01000000,3691.54000000,3675.01000000,3678.04000000,56.99537300,1546364399999,210070.83988220,593
1546364400000,3679.00000000,3690.00000000,3676.72000000,3688.22000000,31.31869600,1546364699999,115431.37039236,378
1546364700000,3688.12000000,3688.96000000,3680.68000000,3683.44000000,24.29384100,1546364999999,89541.61196994,351
1546365000000,3683.44000000,3688.00000000,3680.75000000,3687.43000000,20.86896300,1546365299999,76920.79496541,314
1546365300000,3687.25000000,3687.43000000,3684.17000000,3686.32000000,22.73288000,1546365599999,83801.90705761,288
1546365600000,3686.34000000,3686.35000000,3676.00000000,3682.88000000,80.34777800,1546365899999,295618.63162072,579
1546365900000,3682.84000000,3684.28000000,3670.16000000,3675.26000000,62.01356400,1546366199999,228001.80008646,438
1546366200000,3675.02000000,3676.90000000,3670.37000000,3670.47000000,43.61820200,1546366499999,160263.37623456,363
1546366500000,3670.86000000,3680.10000000,3670.00000000,3674.51000000,55.07734900,1546366799999,202264.42496099,454
1546366800000,3674.51000000,3680.38000000,3673.40000000,3678.00000000,22.84387500,1546367099999,84016.28351821,267
1546367100000,3677.98000000,3680.33000000,3675.25000000,3675.26000000,34.81210000,1546367399999,128011.13254230,283
1546367400000,3675.16000000,3676.29000000,3655.15000000,3656.04000000,100.32029900,1546367699999,367808.95683070,778
1546367700000,3657.80000000,3668.74000000,3642.00000000,3664.05000000,394.76534300,1546367999999,1441399.10479821,2058
1546368000000,3664.10000000,3664.11000000,3653.93000000,3656.29000000,97.15480400,1546368299999,355511.35203675,681
1546368300000,3656.27000000,3663.26000000,3655.06000000,3656.22000000,40.60386500,1546368599999,148588.33804026,417
1546368600000,3656.23000000,3667.98000000,3654.00000000,3663.05000000,74.64284700,1546368899999,273269.44726917,543
1546368900000,3662.76000000,3665.72000000,3658.75000000,3659.41000000,77.00707000,1546369199999,281914.65724897,350
1546369200000,3659.56000000,3670.00000000,3659.56000000,3667.10000000,173.60967700,1546369499999,636120.57600948,575
1546369500000,3668.93000000,3674.64000000,3659.80000000,3672.02000000,208.59255000,1546369799999,764169.69602770,711
1546369800000,3672.02000000,3673.79000000,3668.62000000,3673.17000000,56.32922600,1546370099999,206792.83225324,386
1546370100000,3673.15000000,3674.91000000,3669.46000000,3672.90000000,54.74459300,1546370399999,201061.90500628,501
1546370400000,3673.49000000,3680.40000000,3671.69000000,3676.97000000,74.98050400,1546370699999,275697.94348746,695
1546370700000,3675.60000000,3680.00000000,3675.60000000,3676.15000000,53.03325300,1546370999999,195068.80795654,386
1546371000000,3676.20000000,3677.72000000,3673.25000000,3673.71000000,66.78975100,1546371299999,245462.63577549,484
1546371300000,3674.00000000,3680.40000000,3670.89000000,3680.00000000,86.87456800,1546371599999,319268.50910150,463
1546371600000,3680.40000000,3692.88000000,3679.51000000,3687.83000000,133.40776700,1546371899999,491504.60816252,807
1546371900000,3687.41000000,3688.68000000,3681.79000000,3683.49000000,69.61770600,1546372199999,256638.45358040,481
1546372200000,3682.55000000,3696.22000000,3681.93000000,3695.88000000,102.05080200,1546372499999,376590.12250088,749
1546372500000,3695.66000000,3699.99000000,3688.01000000,3696.73000000,75.48271500,1546372799999,278924.44504514,685
1546372800000,3696.71000000,3714.93000000,3675.67000000,3703.75000000,229.22951900,1546373099999,848271.75680521,1580
1546373100000,3703.17000000,3709.57000000,3695.76000000,3700.13000000,103.77116900,1546373399999,384228.33423445,934
1546373400000,3700.13000000,3716.95000000,3698.99000000,3711.87000000,275.30736400,1546373699999,1021344.76887347,1593
1546373700000,3711.06000000,3726.93000000,3709.96000000,3719.34000000,215.31876000,1546373999999,800849.40902487,1465
1546374000000,3718.67000000,3721.00000000,3697.41000000,3703.10000000,217.50647100,1546374299999,806706.77075960,1209
1546374300000,3701.91000000,3713.72000000,3698.93000000,3712.67000000,100.74778000,1546374599999,373177.42541496,689
1546374600000,3712.67000000,3726.93000000,3705.86000000,3711.98000000,267.16962200,1546374899999,992547.50402409,855
1546374900000,3711.89000000,3716.43000000,3707.95000000,3710.01000000,112.61466700,1546375199999,417890.67902817,664
1546375200000,3710.02000000,3712.00000000,3708.58000000,3710.01000000,116.65220400,1546375499999,432858.61136791,605
1546375500000,3710.39000000,3718.96000000,3709.28000000,3716.67000000,120.99854500,1546375799999,449410.88369763,542
1546375800000,3716.83000000,3717.15000000,3701.69000000,3710.85000000,157.67359100,1546376099999,584774.52103165,864
1546376100000,3710.85000000,3719.00000000,3710.83000000,3719.00000000,104.18125600,1546376399999,387025.84396938,604
